Internalid,Lab processing,Airtable technique,Sample type,Container name
15388,Medic,ELISA,Serum,Serum Tube
245889,Diag,Electrophoresis (HPLC),Whole Blood,EDTA Tube
57673,Diag,Hematology,EDTA Whole Blood,EDTA Tube
3801,Diag,Clinical Pathology,Urine,50mL Container
204223,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204291,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204657,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
4460,Medic,Biochemistry,Cerebrospinal Fluid,Sterile Container
24203,Medic,Biochemistry,Serum,Serum Tube
3990,Diag,Clinical Pathology,Urine,50mL Container
239928,Diag,Molecular,Stool,Stool Container
204529,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204661,Diag,Molecular,Cervical Sample,Specialized Container
4981,Medic,Coagulation,Plasma,Citrate Tube
3806,Diag,Clinical Pathology,Urine,50mL Container
204537,Diag,Allergy,Serum,Serum Tube
3859,Diag,ELISA,Serum,Serum Tube
4891,Medic,Immunology,Serum,Serum Tube
2551,Diag,Drug Test,Urine,50mL Container
201787,Diag,Molecular,"Body Fluid,Urine,Sputum",Sterile Container
204099,Diag,Molecular,Cervical Sample,Specialized Container
4339,Diag,Clinical Pathology,Urine,50mL Container
204313,Diag,Electrophoresis (HPLC),Cord Blood,EDTA Tube
239926,Diag,Molecular,Stool,Stool Container
204483,Diag,Molecular,Stool,Stool Container
204097,Diag,Allergy,Serum,Serum Tube
204077,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204181,Diag,Molecular,Cervical Sample,Specialized Container
204093,Diag,Molecular,Cervical Sample,Specialized Container
5267,Medic,Molecular,Plasma,EDTA Tube
153257,Diag,Molecular,Nasopharynx Sample,ABB Extraction Tube
204089,Diag,Molecular,Cervical Sample,Specialized Container
204119,Diag,Molecular,Cervical Sample,Specialized Container
239932,Diag,Molecular,Stool,Stool Container
4342,Diag,Microbiology,Whole Blood,Blood Culture Bottle
3991,Diag,Clinical Pathology,Urine,50mL Container
204667,Diag,Electrophoresis (HPLC),Cord Blood,EDTA Tube
5024,Medic,Immunology,Serum,Serum Tube
4417,Medic,ELISA,24h Urine,3L Container + Preservative
204087,Diag,Molecular,Cervical Sample,Specialized Container
4330,Diag,Clinical Pathology,Urine,50mL Container
57369,Diag,Allergy,Serum,Serum Tube
4319,Diag,ELISA,Serum,Serum Tube
4425,GC Labs,Immunology,Whole Blood,EDTA Tube
4075,Diag,ELISA,Serum,Serum Tube
4785,Medic,ELISA,Serum,Serum Tube
204289,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
54519,Medic,Other,Serum,Serum Tube
151245,Diag,Molecular,Nasopharynx Pooled Sample,ABT VTM  3-5mL
204601,Diag,Molecular,"Nasopharynx Sample,Bronchoalveolar Lavage Fluid,Sputum",3mL VTM
204129,Diag,Allergy,Serum,Serum Tube
4166,Diag,ELISA,Serum,Serum Tube
3986,Diag,Immunology,Serum,Serum Tube
204675,Diag,Electrophoresis (HPLC),Cord Blood,EDTA Tube
181621,Diag,Molecular,Cervical Sample,Abbott Kit
4478,Medic,Other,Serum,Serum Tube
3776,Diag,Clinical Pathology,Urine,50mL Container
204545,Diag,Allergy,Serum,Serum Tube
204101,Diag,Molecular,Cervical Sample,Specialized Container
204199,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
66189,Diag,ELISA,Plasma,Citrate Tube
4614,Medic,ELISA,Serum,Serum Tube
204175,Diag,Molecular,Stool,Stool Container
4984,Medic,Other,24h Urine,3L Container
204479,Diag,Molecular,Stool,Stool Container
204277,Diag,Molecular,Cervical Sample,Specialized Container
1546,Diag,POCT,EDTA Whole Blood,EDTA Tube
204285,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
239878,Diag,Maternity,Serum,Serum Tube
204487,Diag,Molecular,Stool,Stool Container
112012,Diag,Molecular,Cerebrospinal Fluid,Sterile Container
5266,Diag,Molecular,Serum,Serum Tube
181622,Diag,Molecular,Cervical Sample,Abbott Kit
181623,Diag,Molecular,Cervical Sample,Abbott Kit
1837,Diag,Drug Test,Urine,50mL Container
203370,Medic,ELISA,Serum,Serum Tube
204303,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204609,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
4085,Medic,Biochemistry,Peritoneal Fluid,Sterile Container
204597,Diag,Molecular,"Nasopharynx Sample,Bronchoalveolar Lavage Fluid,Sputum",3mL VTM
55734,Medic,ELISA,Serum,Serum Tube
55934,Diag,POCT,"Nasopharynx Sample,Nasal Swab",Abbott Rapid Kit
3786,Diag,Microbiology,Blood,Blood Culture Bottle
204481,Diag,Molecular,Stool,Stool Container
204203,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
4368,Medic,Coagulation,Plasma,Citrate Tube
204543,Diag,Allergy,Serum,Serum Tube
4718,Medic,Other,Serum,Serum Tube
56234,Medic,ELISA,24h Urine,3L Container + Preservative
10067,Diag,Molecular,"Vaginal Swab,Urethral Swab,Anal Discharge",Sterile Swab/50mL Container
239924,Diag,Molecular,Stool,Stool Container
4219,Diag,Hematology,EDTA Whole Blood,EDTA Tube
204167,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204197,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
146141,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
4771,Medic,ELISA,Serum,Serum Tube
204095,Diag,Molecular,Cervical Sample,Specialized Container
4690,Medic,Other,Urine,50mL Container
204659,Diag,Allergy,Serum,Serum Tube
204165,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204189,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
1620,Diag,Hematology,EDTA Whole Blood,EDTA Tube
204185,Diag,Molecular,Cervical Sample,Specialized Container
17289,Medic,ELISA,Serum,Serum Tube
3895,Diag,POCT,EDTA Whole Blood,EDTA Tube
16087,Medic,Biochemistry,Serum,Serum Tube
58375,Medic,ELISA,Serum,Serum Tube
204279,Diag,Molecular,Cervical Sample,Specialized Container
205885,Medic,ELISA,Serum,Serum Tube
1544,Diag,Drug Test,Urine,50mL Container
1543,Diag,Drug Test,Urine,50mL Container
204549,Diag,Allergy,Serum,Serum Tube
204611,Diag,Molecular,"Nasopharynx Sample,Bronchoalveolar Lavage Fluid,Sputum",3mL VTM
4305,Diag,Microbiology,Body Fluid,Sterile Swab/50mL Container
3908,Diag,Clinical Pathology,Urine,50mL Container
204177,Diag,Allergy,Serum,Serum Tube
4207,Diag,Microbiology,Blood,Blood Culture Bottle
204113,Diag,Molecular,Cervical Sample,Specialized Container
239922,Diag,Molecular,Stool,Stool Container
204121,Diag,Molecular,Cervical Sample,Specialized Container
204619,Diag,Molecular,"Nasopharynx Sample,Bronchoalveolar Lavage Fluid,Sputum",3mL VTM
4772,Medic,Biochemistry,Pleural Fluid,Sterile Container
204221,Diag,Allergy,Serum,Serum Tube
204191,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204541,Diag,Allergy,Serum,Serum Tube
204283,Diag,Allergy,Serum,Serum Tube
10268,Medic,ELISA,Plasma,EDTA Tube
1549,Diag,Drug Test,Urine,50mL Container
4926,Medic,Biochemistry,Serum,Serum Tube
181521,Diag,Molecular,Cervical Sample,Abbott Kit
239930,Diag,Molecular,Stool,Stool Container
4090,Diag,Microbiology,Blood,Blood Culture Bottle
3945,Diag,POCT,EDTA Whole Blood,EDTA Tube
204091,Diag,Molecular,Cervical Sample,Specialized Container
204287,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204103,Diag,Molecular,Cervical Sample,Specialized Container
64584,Diag,POCT,"Nasopharynx Sample,Nasal Swab",Rapid Kit
146042,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204109,Diag,Molecular,Cervical Sample,Specialized Container
204485,Diag,Molecular,Stool,Stool Container
204201,Diag,Allergy,Serum,Serum Tube
4849,Medic,Molecular,Whole Blood,EDTA Tube
4554,Medic,ELISA,24h Urine,3L Container + Preservative
4381,Medic,Immunology,Whole Blood,EDTA Tube
204641,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204151,Diag,Allergy,Serum,Serum Tube
4400,Diag,Immunology,Serum,Serum Tube
204535,Diag,Allergy,Serum,Serum Tube
4325,Diag,Microbiology,Blood,Blood Culture Bottle
4006,Diag,ELISA,Serum,Serum Tube
204629,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204183,Diag,Molecular,Cervical Sample,Specialized Container
54721,Medic,Other,Serum,Serum Tube
4170,Diag,Microbiology,Blood,Blood Culture Bottle
204169,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
2220,Diag,Microbiology,Urethral Swab,Sterile Swab
204163,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
204477,Diag,Molecular,Stool,Stool Container
204603,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204105,Diag,Molecular,Cervical Sample,Specialized Container
180319,Diag,POCT,Nasal Swab,Abbott BinaxNOW
204615,Diag,Molecular,"Nasopharynx Sample,Bronchoalveolar Lavage Fluid,Sputum",3mL VTM
4533,Medic,Other,Serum,Serum Tube
4399,Medic,ELISA,Serum,Serum Tube
112112,Diag,Molecular,Cerebrospinal Fluid,Sterile Container
239880,Diag,Molecular,Plasma,EDTA Tube
3983,Diag,Clinical Pathology,Urine,50mL Container
4427,Medic,Biochemistry,Serum,Serum Tube
204575,Diag,Molecular,Nasopharynx Sample,ABT VTM  2mL
204115,Diag,Molecular,Cervical Sample,Specialized Container
4868,Medic,Immunology,Serum,Serum Tube
4407,Medic,Biochemistry,Cerebrospinal Fluid,Sterile Container
4269,Diag,Biochemistry,Serum,Serum Tube
5365,Diag,Molecular,Serum,Serum Tube
9873,Diag,Microbiology,Blood,Blood Culture Bottle
200158,Medic,Other,Stool,Sterile Container
1548,Diag,Drug Test,Urine,50mL Container
194046,Diag,Molecular,Nasopharynx Sample,ABT VTM  3-5mL
204507,Diag,Allergy,Serum,Serum Tube
204085,Diag,Molecular,Cervical Sample,Specialized Container
239942,Diag,Molecular,Stool,Stool Container
239944,Diag,Molecular,Stool,Stool Container
239948,Diag,Molecular,Stool,Stool Container
239946,Diag,Molecular,Stool,Stool Container
239950,Diag,Molecular,Stool,Stool Container
239952,Diag,Molecular,Stool,Stool Container
240364,Diag,Allergy,Serum,Serum Tube
287075,Diag,Allergy,Serum,Serum Tube
287041,Diag,Allergy,Serum,Serum Tube
239970,Diag,Allergy,Serum,Serum Tube
240320,Diag,Allergy,Serum,Serum Tube
286733,Diag,Allergy,Serum,Serum Tube
287069,Diag,Allergy,Serum,Serum Tube
240092,Diag,Allergy,Serum,Serum Tube
286727,Diag,Allergy,Serum,Serum Tube
240024,Diag,Allergy,Serum,Serum Tube
287101,Diag,Allergy,Serum,Serum Tube
240008,Diag,Allergy,Serum,Serum Tube
287047,Diag,Allergy,Serum,Serum Tube
286693,Diag,Allergy,Serum,Serum Tube
240352,Diag,Allergy,Serum,Serum Tube
240016,Diag,Allergy,Serum,Serum Tube
240172,Diag,Allergy,Serum,Serum Tube
240104,Diag,Allergy,Serum,Serum Tube
240038,Diag,Allergy,Serum,Serum Tube
240176,Diag,Allergy,Serum,Serum Tube
240036,Diag,Allergy,Serum,Serum Tube
287097,Diag,Allergy,Serum,Serum Tube
240372,Diag,Allergy,Serum,Serum Tube
239974,Diag,Allergy,Serum,Serum Tube
240046,Diag,Allergy,Serum,Serum Tube
286715,Diag,Allergy,Serum,Serum Tube
240348,Diag,Allergy,Serum,Serum Tube
286639,Diag,Allergy,Serum,Serum Tube
240294,Diag,Allergy,Serum,Serum Tube
286717,Diag,Allergy,Serum,Serum Tube
286695,Diag,Allergy,Serum,Serum Tube
287055,Diag,Allergy,Serum,Serum Tube
240286,Diag,Allergy,Serum,Serum Tube
240310,Diag,Allergy,Serum,Serum Tube
240350,Diag,Allergy,Serum,Serum Tube
287071,Diag,Allergy,Serum,Serum Tube
287103,Diag,Allergy,Serum,Serum Tube
240082,Diag,Allergy,Serum,Serum Tube
286691,Diag,Allergy,Serum,Serum Tube
287039,Diag,Allergy,Serum,Serum Tube
240068,Diag,Allergy,Serum,Serum Tube
239984,Diag,Allergy,Serum,Serum Tube
240378,Diag,Allergy,Serum,Serum Tube
239982,Diag,Allergy,Serum,Serum Tube
287107,Diag,Allergy,Serum,Serum Tube
240014,Diag,Allergy,Serum,Serum Tube
287061,Diag,Allergy,Serum,Serum Tube
286655,Diag,Allergy,Serum,Serum Tube
240292,Diag,Allergy,Serum,Serum Tube
239988,Diag,Allergy,Serum,Serum Tube
240094,Diag,Allergy,Serum,Serum Tube
287073,Diag,Allergy,Serum,Serum Tube
239976,Diag,Allergy,Serum,Serum Tube
240064,Diag,Allergy,Serum,Serum Tube
286663,Diag,Allergy,Serum,Serum Tube
240076,Diag,Allergy,Serum,Serum Tube
240084,Diag,Allergy,Serum,Serum Tube
287059,Diag,Allergy,Serum,Serum Tube
286725,Diag,Allergy,Serum,Serum Tube
287049,Diag,Allergy,Serum,Serum Tube
286647,Diag,Allergy,Serum,Serum Tube
240280,Diag,Allergy,Serum,Serum Tube
240006,Diag,Allergy,Serum,Serum Tube
240322,Diag,Allergy,Serum,Serum Tube
240052,Diag,Allergy,Serum,Serum Tube
286681,Diag,Allergy,Serum,Serum Tube
286701,Diag,Allergy,Serum,Serum Tube
287081,Diag,Allergy,Serum,Serum Tube
240040,Diag,Allergy,Serum,Serum Tube
287079,Diag,Allergy,Serum,Serum Tube
286703,Diag,Allergy,Serum,Serum Tube
240336,Diag,Allergy,Serum,Serum Tube
240032,Diag,Allergy,Serum,Serum Tube
240376,Diag,Allergy,Serum,Serum Tube
286735,Diag,Allergy,Serum,Serum Tube
240324,Diag,Allergy,Serum,Serum Tube
240182,Diag,Allergy,Serum,Serum Tube
240304,Diag,Allergy,Serum,Serum Tube
240338,Diag,Allergy,Serum,Serum Tube
239980,Diag,Allergy,Serum,Serum Tube
286649,Diag,Allergy,Serum,Serum Tube
287085,Diag,Allergy,Serum,Serum Tube
240062,Diag,Allergy,Serum,Serum Tube
240314,Diag,Allergy,Serum,Serum Tube
240012,Diag,Allergy,Serum,Serum Tube
240048,Diag,Allergy,Serum,Serum Tube
240078,Diag,Allergy,Serum,Serum Tube
240030,Diag,Allergy,Serum,Serum Tube
240058,Diag,Allergy,Serum,Serum Tube
240098,Diag,Allergy,Serum,Serum Tube
240344,Diag,Allergy,Serum,Serum Tube
239998,Diag,Allergy,Serum,Serum Tube
287053,Diag,Allergy,Serum,Serum Tube
287089,Diag,Allergy,Serum,Serum Tube
286659,Diag,Allergy,Serum,Serum Tube
240296,Diag,Allergy,Serum,Serum Tube
286641,Diag,Allergy,Serum,Serum Tube
287067,Diag,Allergy,Serum,Serum Tube
240028,Diag,Allergy,Serum,Serum Tube
240290,Diag,Allergy,Serum,Serum Tube
287093,Diag,Allergy,Serum,Serum Tube
240302,Diag,Allergy,Serum,Serum Tube
240340,Diag,Allergy,Serum,Serum Tube
286669,Diag,Allergy,Serum,Serum Tube
240044,Diag,Allergy,Serum,Serum Tube
240334,Diag,Allergy,Serum,Serum Tube
240328,Diag,Allergy,Serum,Serum Tube
287105,Diag,Allergy,Serum,Serum Tube
287077,Diag,Allergy,Serum,Serum Tube
286711,Diag,Allergy,Serum,Serum Tube
286677,Diag,Allergy,Serum,Serum Tube
286667,Diag,Allergy,Serum,Serum Tube
287057,Diag,Allergy,Serum,Serum Tube
240034,Diag,Allergy,Serum,Serum Tube
286699,Diag,Allergy,Serum,Serum Tube
287063,Diag,Allergy,Serum,Serum Tube
286665,Diag,Allergy,Serum,Serum Tube
286737,Diag,Allergy,Serum,Serum Tube
286685,Diag,Allergy,Serum,Serum Tube
240374,Diag,Allergy,Serum,Serum Tube
286661,Diag,Allergy,Serum,Serum Tube
240366,Diag,Allergy,Serum,Serum Tube
240050,Diag,Allergy,Serum,Serum Tube
240278,Diag,Allergy,Serum,Serum Tube
286643,Diag,Allergy,Serum,Serum Tube
286645,Diag,Allergy,Serum,Serum Tube
240070,Diag,Allergy,Serum,Serum Tube
240102,Diag,Allergy,Serum,Serum Tube
240108,Diag,Allergy,Serum,Serum Tube
240178,Diag,Allergy,Serum,Serum Tube
239972,Diag,Allergy,Serum,Serum Tube
286653,Diag,Allergy,Serum,Serum Tube
240360,Diag,Allergy,Serum,Serum Tube
286707,Diag,Allergy,Serum,Serum Tube
286719,Diag,Allergy,Serum,Serum Tube
286671,Diag,Allergy,Serum,Serum Tube
286675,Diag,Allergy,Serum,Serum Tube
240000,Diag,Allergy,Serum,Serum Tube
240380,Diag,Allergy,Serum,Serum Tube
240066,Diag,Allergy,Serum,Serum Tube
286679,Diag,Allergy,Serum,Serum Tube
240090,Diag,Allergy,Serum,Serum Tube
240308,Diag,Allergy,Serum,Serum Tube
286739,Diag,Allergy,Serum,Serum Tube
240018,Diag,Allergy,Serum,Serum Tube
240106,Diag,Allergy,Serum,Serum Tube
240332,Diag,Allergy,Serum,Serum Tube
240026,Diag,Allergy,Serum,Serum Tube
287045,Diag,Allergy,Serum,Serum Tube
240390,Diag,Allergy,Serum,Serum Tube
240288,Diag,Allergy,Serum,Serum Tube
240072,Diag,Allergy,Serum,Serum Tube
286723,Diag,Allergy,Serum,Serum Tube
240174,Diag,Allergy,Serum,Serum Tube
239992,Diag,Allergy,Serum,Serum Tube
286713,Diag,Allergy,Serum,Serum Tube
287043,Diag,Allergy,Serum,Serum Tube
240056,Diag,Allergy,Serum,Serum Tube
240342,Diag,Allergy,Serum,Serum Tube
240272,Diag,Allergy,Serum,Serum Tube
240298,Diag,Allergy,Serum,Serum Tube
287095,Diag,Allergy,Serum,Serum Tube
286683,Diag,Allergy,Serum,Serum Tube
286731,Diag,Allergy,Serum,Serum Tube
286705,Diag,Allergy,Serum,Serum Tube
286839,Diag,Allergy,Serum,Serum Tube
286651,Diag,Allergy,Serum,Serum Tube
287087,Diag,Allergy,Serum,Serum Tube
240346,Diag,Allergy,Serum,Serum Tube
240312,Diag,Allergy,Serum,Serum Tube
240318,Diag,Allergy,Serum,Serum Tube
240020,Diag,Allergy,Serum,Serum Tube
239990,Diag,Allergy,Serum,Serum Tube
286687,Diag,Allergy,Serum,Serum Tube
240184,Diag,Allergy,Serum,Serum Tube
240382,Diag,Allergy,Serum,Serum Tube
240180,Diag,Allergy,Serum,Serum Tube
286697,Diag,Allergy,Serum,Serum Tube
240010,Diag,Allergy,Serum,Serum Tube
240080,Diag,Allergy,Serum,Serum Tube
240002,Diag,Allergy,Serum,Serum Tube
286939,Diag,Allergy,Serum,Serum Tube
286657,Diag,Allergy,Serum,Serum Tube
240088,Diag,Allergy,Serum,Serum Tube
240284,Diag,Allergy,Serum,Serum Tube
240100,Diag,Allergy,Serum,Serum Tube
286729,Diag,Allergy,Serum,Serum Tube
286721,Diag,Allergy,Serum,Serum Tube
239978,Diag,Allergy,Serum,Serum Tube
240358,Diag,Allergy,Serum,Serum Tube
287091,Diag,Allergy,Serum,Serum Tube
240054,Diag,Allergy,Serum,Serum Tube
287099,Diag,Allergy,Serum,Serum Tube
240276,Diag,Allergy,Serum,Serum Tube
239996,Diag,Allergy,Serum,Serum Tube
240086,Diag,Allergy,Serum,Serum Tube
240042,Diag,Allergy,Serum,Serum Tube
286709,Diag,Allergy,Serum,Serum Tube
240330,Diag,Allergy,Serum,Serum Tube
240074,Diag,Allergy,Serum,Serum Tube
240370,Diag,Allergy,Serum,Serum Tube
240354,Diag,Allergy,Serum,Serum Tube
240060,Diag,Allergy,Serum,Serum Tube
240282,Diag,Allergy,Serum,Serum Tube
240300,Diag,Allergy,Serum,Serum Tube
240306,Diag,Allergy,Serum,Serum Tube
240326,Diag,Allergy,Serum,Serum Tube
240368,Diag,Allergy,Serum,Serum Tube
286689,Diag,Allergy,Serum,Serum Tube
287065,Diag,Allergy,Serum,Serum Tube
240316,Diag,Allergy,Serum,Serum Tube
287083,Diag,Allergy,Serum,Serum Tube
286673,Diag,Allergy,Serum,Serum Tube
286841,Diag,Allergy,Serum,Serum Tube
240004,Diag,Allergy,Serum,Serum Tube
240022,Diag,Allergy,Serum,Serum Tube
287051,Diag,Allergy,Serum,Serum Tube
239986,Diag,Allergy,Serum,Serum Tube
240362,Diag,Allergy,Serum,Serum Tube
240096,Diag,Allergy,Serum,Serum Tube
239994,Diag,Allergy,Serum,Serum Tube
240356,Diag,Allergy,Serum,Serum Tube
204281,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
1607,Diag,Electrophoresis (HPLC),Whole Blood,EDTA Tube
397679,Cerba,Other,24h Urine,3L Container
167699,GC Labs,Biochemistry,24h Urine,3L Container
380276,Diag,ELISA,Serum,Serum Tube
1642,Diag,Microbiology,Body Fluid,Sterile Swab/50mL Container
1523,Diag,Immunology,Serum,Serum Tube
1567,Diag,Clinical Pathology,Breath,Breath Test Kit
3835,Diag,Biochemistry,Plasma,Fluoride Tube
1600,Diag,Allergy,Serum,Serum Tube
1577,Diag,ELISA,Serum,Serum Tube
1536,Diag,Biochemistry,Serum,Serum Tube
4402,Medic,Biochemistry,Serum,Serum Tube
3890,Diag,Electrophoresis (HPLC),Serum,Serum Tube
1556,Diag,ELISA,Serum,Serum Tube
17390,Diag,Maternity,Serum,Serum Tube
57239,Diag,ELISA,Serum,Serum Tube
39657,Diag,Immunology,Serum,Serum Tube
1486,Diag,Biochemistry,Plasma,Fluoride Tube
3767,Diag,Hematology,EDTA Whole Blood,EDTA Tube
4071,Diag,Clinical Pathology,3h Urine,Addis Container
1491,Diag,Biochemistry,Serum,Serum Tube
4479,Medic,Biochemistry,Serum,Serum Tube
4689,Diag,ELISA,Serum,Serum Tube
15792,Medic,Biochemistry,Body Fluid,Sterile Container
4759,Diag,ELISA,Serum,Serum Tube
4289,Diag,Biochemistry,Plasma,Fluoride Tube
4317,Diag,ELISA,EDTA Whole Blood,EDTA Tube
1425,Diag,Immunology,Serum,Serum Tube
4660,Medic,Other,Peritoneal Fluid,Sterile Container
106511,Medic,ELISA,Serum,Serum Tube
1604,Diag,Allergy,Serum,Serum Tube
3969,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
3774,Diag,Microbiology,Semen,Sterile Container
1562,Diag,ELISA,Serum,Serum Tube
4590,Medic,Hematology,Serum,Serum Tube
3863,Diag,Clinical Pathology,Urine,50mL Container
1594,Diag,Allergy,Serum,Serum Tube
4519,Medic,Other,24h Urine,3L Container
4067,Diag,Biochemistry,Urine,50mL Container
4181,Medic,Other,Serum,Serum Tube
398442,Pasteur,Other,Whole Blood,EDTA Tube
146841,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
3903,Diag,Biochemistry,Serum,Serum Tube
52490,Diag,Immunology,Serum,Serum Tube
57249,Diag,ELISA,Serum,Serum Tube
162275,Diag,Immunology,Serum,Serum Tube
1502,Diag,Immunology,Serum,Serum Tube
119616,Medic,Other,Pleural Fluid,Sterile Container
179919,Medic,Other,Serum,Serum Tube
5005,Medic,Other,Serum,Serum Tube
4549,Medic,Other,24h Urine,3L Container
146842,Diag,Electrophoresis (HPLC),EDTA Whole Blood,EDTA Tube
3937,Diag,Clinical Pathology,Urine,50mL Container
57370,Diag,Allergy,Serum,Serum Tube
1529,Diag,Immunology,Serum,Serum Tube
3970,Diag,Hematology,EDTA Whole Blood,EDTA Tube
3838,Diag,Biochemistry,24h Urine,3L Container + Preservative
1516,Diag,Immunology,Serum,Serum Tube
10463,Medic,Biochemistry,Cerebrospinal Fluid,Sterile Container
3797,Diag,Allergy,Serum,Serum Tube
3878,Diag,Hematology,EDTA Whole Blood,EDTA Tube
1484,Diag,Biochemistry,Serum,Serum Tube
34137,Diag,Microbiology,Peritoneal Fluid,Sterile Container
4312,Diag,Clinical Pathology,Breath,Breath Test Kit
1583,Diag,Allergy,Serum,Serum Tube
57571,Medic,Immunology,Serum,Serum Tube
3772,Diag,Allergy,Serum,Serum Tube
204665,Diag,Electrophoresis (HPLC),Cord Blood,EDTA Tube
1473,Diag,Immunology,Serum,Serum Tube
1454,Diag,Biochemistry,Serum,Serum Tube
3856,Diag,Clinical Pathology,Urine,50mL Container
4534,Medic,Other,24h Urine,3L Container
1453,Diag,Immunology,Serum,Serum Tube
1501,Diag,Biochemistry,Serum,Serum Tube
204211,Medic,ELISA,Serum,Serum Tube
1492,Diag,Immunology,Serum,Serum Tube
1479,Diag,Immunology,Serum,Serum Tube
1591,Diag,Allergy,Serum,Serum Tube
15791,Medic,Biochemistry,Body Fluid,Sterile Container
5263,Tropical Disease Hospital,Other,Whole Blood,EDTA Tube
3927,Diag,Biochemistry,24h Urine,3L Container + Preservative
1587,Diag,Allergy,Serum,Serum Tube
1439,Diag,Immunology,Serum,Serum Tube
56735,Diag,Biochemistry,24h Urine,3L Container + Preservative
1595,Diag,Allergy,Serum,Serum Tube
1490,Diag,Molecular,"Serum,Plasma","Serum Tube,EDTA Tube"
204171,Diag,Allergy,Serum,Serum Tube
57367,Diag,Allergy,Serum,Serum Tube
4239,Diag,Hematology,EDTA Whole Blood,EDTA Tube
1512,Diag,Immunology,Serum,Serum Tube
1423,Diag,Biochemistry,Serum,Serum Tube
1435,Diag,Immunology,Serum,Serum Tube
3764,Diag,Hematology,EDTA Whole Blood,EDTA Tube
10371,Diag,Hematology,EDTA Whole Blood,EDTA Tube
1465,Diag,Immunology,Serum,Serum Tube
3979,Medic,Other,Serum,Serum Tube
4281,Diag,Microbiology,Semen,Sterile Container
4217,Diag,Hematology,EDTA Whole Blood,EDTA Tube
1648,Diag,ELISA,Serum,Serum Tube
3800,Diag,Biochemistry,Serum,Serum Tube
10366,Diag,Biochemistry,Plasma,Fluoride Tube
3974,Diag,Biochemistry,Plasma,Fluoride Tube
4422,Medic,Other,Peritoneal Fluid,Sterile Container
4172,Diag,Biochemistry,24h Urine,3L Container + Preservative
202234,Medic,ELISA,Serum,Serum Tube
3916,Diag,Microbiology,Pericardial Fluid,Sterile Swab
4651,Diag,Maternity,Serum,Serum Tube
18590,Diag,ELISA,Serum,Serum Tube
5015,Medic,Other,Serum,Serum Tube
1589,Diag,Allergy,Serum,Serum Tube
4094,Diag,Clinical Pathology,Urine,50mL Container
204381,Diag,Molecular,Plasma,EDTA Tube
3867,Diag,Microbiology,Pleural Fluid,Sterile Container
4003,Diag,Hematology,EDTA Whole Blood,EDTA Tube
1602,Diag,Allergy,Serum,Serum Tube
204671,Diag,Electrophoresis (HPLC),Cord Blood,EDTA Tube
13270,Medic,Immunology,Plasma,EDTA Tube
55530,Diag,Biochemistry,EDTA Whole Blood,EDTA Tube
4007,Diag,Clinical Pathology,Urine,50mL Container
204139,Diag,Biochemistry,Urine,50mL Container
1426,Diag,Immunology,Serum,Serum Tube
10564,Medic,Other,24h Urine,3L Container
4086,Medic,Biochemistry,Cerebrospinal Fluid,Sterile Container
55330,Diag,Biochemistry,EDTA Whole Blood,EDTA Tube
204673,Diag,Biochemistry,Plasma,Fluoride Tube
1477,Diag,Immunology,Serum,Serum Tube
1596,Diag,Allergy,Serum,Serum Tube
57242,Diag,ELISA,Serum,Serum Tube
10166,Medic,Molecular,Plasma,EDTA Tube
1526,Diag,Immunology,Serum,Serum Tube
1535,Diag,Immunology,Serum,Serum Tube
3998,Diag,Microbiology,Urine,Sterile Container
